Region ,Market,Maize (Min Price),Maize (Max Price),Date
Kilimanjaro,Moshi,"120,000","120,000","12th October, 2022"
Manyara,Babati,"110,000","120,000","12th October, 2022"
Mtwara,Mtwara,"86,000","86,000","12th October, 2022"
Mwanza,Mwanza,"125,000","135,000","12th October, 2022"
Rukwa,Sumbawanga,"80,000","85,000","12th October, 2022"
Ruvuma,Songea,"72,000","78,000","12th October, 2022"
Tabora,Tabora,"96,000","98,000","12th October, 2022"
Tanga,Tanga,"107,000","110,000","12th October, 2022"
Arusha,Arusha,"98,000","100,000","17th October, 2022"
Dar es Salaam,Buguruni,"110,000","120,000","17th October, 2022"
Dar es Salaam,Tandika,"110,000","120,000","17th October, 2022"
Dodoma,Majengo,"100,000","110,000","17th October, 2022"
Iringa,Iringa,"80,000","85,000","17th October, 2022"
Kagera,Bukoba,"120,000","124,000","17th October, 2022"
Katavi,Mpanda,"95,000","98,000","17th October, 2022"
Lindi,Lindi,"100,000","120,000","17th October, 2022"
Manyara,Babati,"108,000","120,000","17th October, 2022"
Morogoro,Morogoro,"98,400","109,300","17th October, 2022"
Mtwara,Mtwara,"85,000","86,000","17th October, 2022"
Ruvuma,Songea,"72,000","78,000","17th October, 2022"
Tanga,Tanga,"110,000","112,000","17th October, 2022"
Arusha,Arusha,"97,000","98,000","21st October, 2022"
Dar es Salaam,Tandika,"110,000","120,000","21st October, 2022"
Dodoma,Majengo,"105,000","110,000","21st October, 2022"
Iringa,Iringa,"80,000","85,000","21st October, 2022"
Kagera,Bukoba,"120,000","123,000","21st October, 2022"
Katavi,Mpanda,"95,000","98,000","21st October, 2022"
Kigoma,Kigoma,"100,000","100,000","21st October, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","21st October, 2022"
Lindi,Lindi,"100,000","150,000","21st October, 2022"
Morogoro,Morogoro,"98,400","109,300","21st October, 2022"
Manyara,Babati,"105,000","120,000","21st October, 2022"
Mbeya,Mbeya,"90,000","90,000","21st October, 2022"
Mtwara,Mtwara,"85,000","86,000","21st October, 2022"
Mwanza,Mwanza,"135,000","145,000","21st October, 2022"
Njombe,Njombe,"72,000","85,000","21st October, 2022"
Rukwa,Sumbawanga,"85,000","86,000","21st October, 2022"
Ruvuma,Songea,"72,000","78,000","21st October, 2022"
Tabora,Tabora,"108,000","118,000","21st October, 2022"
Tanga,Tanga,"111,500","112,000","21st October, 2022"
Arusha,Arusha,"98,000","100,000","19th October, 2022"
Dar es Salaam,Tandika,"110,000","120,000","19th October, 2022"
Dodoma,Majengo,"100,000","110,000","19th October, 2022"
Iringa,Iringa,"80,000","85,000","19th October, 2022"
Katavi,Mpanda,"95,000","98,000","19th October, 2022"
Kigoma,Kigoma,"100,000","100,000","19th October, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","19th October, 2022"
Lindi,Lindi,"100,000","120,000","19th October, 2022"
Manyara,Babati,"108,000","120,000","19th October, 2022"
Mtwara,Mtwara,"85,000","86,000","19th October, 2022"
Mwanza,Mwanza,"135,000","145,000","19th October, 2022"
Rukwa,Sumbawanga,"85,000","86,000","19th October, 2022"
Ruvuma,Songea,"72,000","78,000","19th October, 2022"
Tabora,Tabora,"108,000","118,000","19th October, 2022"
Tanga,Tanga,"111,000","112,000","19th October, 2022"
Arusha,Arusha,"95,000","98,000","24th October, 2022"
Dar es Salaam,Tandika,"110,000","120,000","24th October, 2022"
Dodoma,Majengo,"105,000","115,000","24th October, 2022"
Iringa,Iringa,"80,000","85,000","24th October, 2022"
Kagera,Bukoba,"120,000","123,000","24th October, 2022"
Katavi,Mpanda,"98,000","100,000","24th October, 2022"
Kigoma,Kigoma,"100,000","100,000","24th October, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","24th October, 2022"
Lindi,Lindi,"100,000","150,000","24th October, 2022"
Morogoro,Morogoro,"96,000","109,375","24th October, 2022"
Manyara,Babati,"105,000","120,000","24th October, 2022"
Mbeya,Mbeya,"90,000","90,000","24th October, 2022"
Mtwara,Mtwara,"85,000","86,000","24th October, 2022"
Mwanza,Mwanza,"135,000","145,000","24th October, 2022"
Rukwa,Sumbawanga,"85,000","90,000","24th October, 2022"
Tabora,Tabora,"108,000","118,000","24th October, 2022"
Tanga,Tanga,"114,500","115,000","24th October, 2022"
Arusha,Arusha,"100,000","105,000","02nd November, 2022"
Dar es Salaam,Tandika,"105,000","110,000","02nd November, 2022"
Dodoma,Majengo,"105,000","115,000","02nd November, 2022"
Kagera,Bukoba,"120,000","124,000","02nd November, 2022"
Katavi,Mpanda,"100,000","108,000","02nd November, 2022"
Kigoma,Kigoma,"100,000","100,000","02nd November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","02nd November, 2022"
Lindi,Lindi,"100,000","120,000","02nd November, 2022"
Morogoro,Morogoro,"93,000","109,375","02nd November, 2022"
Manyara,Babati,"110,000","120,000","02nd November, 2022"
Mtwara,Mtwara,"80,000","80,000","02nd November, 2022"
Rukwa,Sumbawanga,"80,000","90,000","02nd November, 2022"
Ruvuma,Songea,"73,000","76,000","02nd November, 2022"
Tabora,Tabora,"108,000","118,000","02nd November, 2022"
Tanga,Tanga,"114,500","115,500","02nd November, 2022"
Arusha,Arusha,"105,000","110,000","04th November, 2022"
Dar es Salaam,Tandika,"105,000","110,000","04th November, 2022"
Dodoma,Majengo,"105,000","115,000","04th November, 2022"
Iringa,Iringa,"80,000","85,000","04th November, 2022"
Kagera,Bukoba,"120,000","124,000","04th November, 2022"
Katavi,Mpanda,"100,000","108,000","04th November, 2022"
Kigoma,Kigoma,"100,000","100,000","04th November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","04th November, 2022"
Lindi,Lindi,"100,000","120,000","04th November, 2022"
Morogoro,Morogoro,"106,000","109,375","04th November, 2022"
Manyara,Babati,"110,000","120,000","04th November, 2022"
Mtwara,Mtwara,"80,000","80,000","04th November, 2022"
Rukwa,Sumbawanga,"80,000","90,000","04th November, 2022"
Ruvuma,Songea,"73,000","76,000","04th November, 2022"
Tabora,Tabora,"108,000","118,000","04th November, 2022"
Tanga,Tanga,"114,500","115,500","04th November, 2022"
Arusha,Arusha,"105,000","110,000","07th November, 2022"
Dar es Salaam,Tandika,"110,000","110,000","07th November, 2022"
Dodoma,Majengo,"105,000","120,000","07th November, 2022"
Iringa,Iringa,"80,000","85,000","07th November, 2022"
Katavi,Mpanda,"100,800","115,000","07th November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","07th November, 2022"
Lindi,Lindi,"100,000","130,000","07th November, 2022"
Morogoro,Morogoro,"106,000","109,375","07th November, 2022"
Manyara,Babati,"105,000","120,000","07th November, 2022"
Mtwara,Mtwara,"80,000","90,000","07th November, 2022"
Rukwa,Sumbawanga,"80,000","90,000","07th November, 2022"
Ruvuma,Songea,"73,000","78,000","07th November, 2022"
Tabora,Tabora,"118,000","120,000","07th November, 2022"
Tanga,Tanga,"115,500","118,500","07th November, 2022"
Arusha,Arusha,"115,000","125,000","09th November, 2022"
Dar es Salaam,Tandika,"110,000","110,000","09th November, 2022"
Dodoma,Majengo,"105,000","120,000","09th November, 2022"
Iringa,Iringa,"80,000","85,000","09th November, 2022"
Kagera,Bukoba,"120,000","124,000","09th November, 2022"
Katavi,Mpanda,"100,800","115,000","09th November, 2022"
Kigoma,Kigoma,"110,000","110,000","09th November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","09th November, 2022"
Lindi,Lindi,"120,000","150,000","09th November, 2022"
Morogoro,Morogoro,"106,000","109,375","09th November, 2022"
Manyara,Babati,"105,000","120,000","09th November, 2022"
Mtwara,Mtwara,"80,000","90,000","09th November, 2022"
Rukwa,Sumbawanga,"85,000","85,000","09th November, 2022"
Ruvuma,Songea,"73,000","78,000","09th November, 2022"
Tabora,Tabora,"118,000","120,000","09th November, 2022"
Tanga,Tanga,"120,500","122,500","09th November, 2022"
Arusha,Arusha,"125,000","130,000","11th November, 2022"
Dar es Salaam,Tandika,"110,000","110,000","11th November, 2022"
Dodoma,Majengo,"105,000","120,000","11th November, 2022"
Iringa,Iringa,"80,000","85,000","11th November, 2022"
Kagera,Bukoba,"120,000","125,000","11th November, 2022"
Katavi,Mpanda,"100,800","115,000","11th November, 2022"
Kigoma,Kigoma,"120,000","120,000","11th November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","11th November, 2022"
Lindi,Lindi,"120,000","150,000","11th November, 2022"
Morogoro,Morogoro,"107,800","109,400","11th November, 2022"
Manyara,Babati,"105,000","120,000","11th November, 2022"
Mtwara,Mtwara,"80,000","90,000","11th November, 2022"
Rukwa,Sumbawanga,"85,000","85,000","11th November, 2022"
Ruvuma,Songea,"73,000","78,000","11th November, 2022"
Tabora,Tabora,"118,000","120,000","11th November, 2022"
Tanga,Tanga,"121,500","122,000","11th November, 2022"
Arusha,Arusha,"110,000","115,000","14th November, 2022"
Dar es Salaam,Tandika,"110,000","110,000","14th November, 2022"
Dodoma,Majengo,"110,000","125,000","14th November, 2022"
Iringa,Iringa,"95,000","95,000","14th November, 2022"
Kagera,Bukoba,"118,000","122,000","14th November, 2022"
Katavi,Mpanda,"100,800","115,000","14th November, 2022"
Kigoma,Kigoma,"120,000","120,000","14th November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","14th November, 2022"
Lindi,Lindi,"120,000","150,000","14th November, 2022"
Morogoro,Morogoro,"107,800","109,400","14th November, 2022"
Manyara,Babati,"105,000","120,000","14th November, 2022"
Mtwara,Mtwara,"80,000","90,000","14th November, 2022"
Mwanza,Mwanza,"125,000","140,000","14th November, 2022"
Rukwa,Sumbawanga,"85,000","85,000","14th November, 2022"
Ruvuma,Songea,"73,000","78,000","14th November, 2022"
Tabora,Tabora,"118,000","120,000","14th November, 2022"
Tanga,Tanga,"121,500","122,000","14th November, 2022"
Arusha,Arusha,"110,000","115,000","16th November, 2022"
Dar es Salaam,Tandika,"110,000","110,000","16th November, 2022"
Dodoma,Majengo,"110,000","125,000","16th November, 2022"
Iringa,Iringa,"95,000","95,000","16th November, 2022"
Kagera,Bukoba,"118,000","122,000","16th November, 2022"
Katavi,Mpanda,"100,800","115,000","16th November, 2022"
Kigoma,Kigoma,"120,000","120,000","16th November, 2022"
Kilimanjaro,Kilimanjaro,"120,000","120,000","16th November, 2022"
Lindi,Lindi,"120,000","130,000","16th November, 2022"
Morogoro,Morogoro,"109,400","109,400","16th November, 2022"
Manyara,Babati,"105,000","120,000","16th November, 2022"
Mtwara,Mtwara,"80,000","90,000","16th November, 2022"
Mwanza,Mwanza,"125,000","140,000","16th November, 2022"
Rukwa,Sumbawanga,"90,000","92,000","16th November, 2022"
Ruvuma,Songea,"75,000","80,000","16th November, 2022"
Tabora,Tabora,"114,000","118,000","16th November, 2022"
Tanga,Tanga,"121,500","122,000","16th November, 2022"
Arusha,Arusha,"110,000","116,000","18th November, 2022"
Dar es Salaam,Tandika,"110,000","110,000","18th November, 2022"
Dodoma,Majengo,"110,000","125,000","18th November, 2022"
Iringa,Iringa,"95,000","95,000","18th November, 2022"
Kagera,Bukoba,"118,000","122,000","18th November, 2022"
Katavi,Mpanda,"100,800","115,000","18th November, 2022"
Kigoma,Kigoma,"120,000","120,000","18th November, 2022"
Lindi,Lindi,"120,000","150,000","18th November, 2022"
Morogoro,Morogoro,"109,400","109,400","18th November, 2022"
Manyara,Babati,"105,000","120,000","18th November, 2022"
Mtwara,Mtwara,"80,000","90,000","18th November, 2022"
Mwanza,Mwanza,"135,000","140,000","18th November, 2022"
Rukwa,Sumbawanga,"90,000","92,000","18th November, 2022"
Ruvuma,Songea,"75,000","80,000","18th November, 2022"
Tabora,Tabora,"114,000","118,000","18th November, 2022"
Tanga,Tanga,"121,000","122,500","18th November, 2022"
Arusha,Arusha,"115,000","116,000","21st November, 2022"
Dodoma,Majengo,"110,000","125,000","21st November, 2022"
Iringa,Iringa,"95,000","95,000","21st November, 2022"
Kagera,Bukoba,"118,000","122,000","21st November, 2022"
Katavi,Mpanda,"100,800","115,000","21st November, 2022"
Kigoma,Kigoma,"120,000","120,000","21st November, 2022"
Lindi,Lindi,"120,000","150,000","21st November, 2022"
Morogoro,Morogoro,"109,375","109,375","21st November, 2022"
Manyara,Babati,"105,000","120,000","21st November, 2022"
Mtwara,Mtwara,"80,000","90,000","21st November, 2022"
Mwanza,Mwanza,"135,000","140,000","21st November, 2022"
Rukwa,Sumbawanga,"90,000","92,000","21st November, 2022"
Ruvuma,Songea,"80,000","85,000","21st November, 2022"
Tabora,Tabora,"114,000","118,000","21st November, 2022"
Tanga,Tanga,"121,500","122,500","21st November, 2022"
Arusha,Arusha,"106,000","110,000","25th November, 2022"
Dar Es Salaam,Tandale,"112,000","114,000","25th November, 2022"
Dodoma,Majengo,"110,000","125,000","25th November, 2022"
Iringa,Iringa,"100,000","100,000","25th November, 2022"
Kagera,Bukoba,"117,000","120,000","25th November, 2022"
Kigoma,Kigoma,"122,000","122,000","25th November, 2022"
Lindi,Lindi,"120,000","150,000","25th November, 2022"
Morogoro,Morogoro,"109,375","109,375","25th November, 2022"
Manyara,Babati,"105,000","120,000","25th November, 2022"
Mtwara,Mtwara,"80,000","90,000","25th November, 2022"
Mwanza,Mwanza,"125,000","135,000","25th November, 2022"
Njombe,Njombe,"75,000","85,000","25th November, 2022"
Rukwa,Sumbawanga,"95,000","100,000","25th November, 2022"
Shinyanga,Shinyanga,"110,000","120,000","25th November, 2022"
Tanga,Tanga,"121,000","122,000","25th November, 2022"
Arusha,Arusha,"106,000","107,000","28th November, 2022"
Dar Es Salaam,Tandale,"112,000","115,000","28th November, 2022"
Dar Es Salaam,Buguruni,"110,000","120,000","28th November, 2022"
Dodoma,Majengo,"105,000","125,000","28th November, 2022"
Iringa,Iringa,"100,000","100,000","28th November, 2022"
Kagera,Bukoba,"117,000","120,000","28th November, 2022"
Katavi,Mpanda,"115,000","120,000","28th November, 2022"
Kilimanjaro,Moshi,"120,000","120,000","28th November, 2022"
Lindi,Lindi,"120,000","150,000","28th November, 2022"
Morogoro,Morogoro,"109,400","110,000","28th November, 2022"
Manyara,Babati,"105,000","120,000","28th November, 2022"
Mtwara,Mtwara,"80,000","90,000","28th November, 2022"
Mwanza,Mwanza,"125,000","135,000","28th November, 2022"
Njombe,Njombe,"75,000","85,000","28th November, 2022"
Ruvuma,Songea,"78,000","82,000","28th November, 2022"
Rukwa,Sumbawanga,"100,000","105,000","28th November, 2022"
Shinyanga,Shinyanga,"110,000","120,000","28th November, 2022"
Tabora,Manispaa Tabora,"108,000","114,000","28th November, 2022"
Tanga,Tanga,"125,000","127,000","28th November, 2022"
Arusha,Arusha,"110,000","112,000","30th November, 2022"
Dar Es Salaam,Tandale,"112,000","115,000","30th November, 2022"
Dar Es Salaam,Buguruni,"110,000","120,000","30th November, 2022"
Dodoma,Majengo,"105,000","125,000","30th November, 2022"
Dodoma,Kibaigwa,"104,000","104,000","30th November, 2022"
Iringa,Manispaa,"100,000","100,000","30th November, 2022"
Kagera,Bukoba,"117,000","120,000","30th November, 2022"
Katavi,Mpanda,"115,000","120,000","30th November, 2022"
Kigoma,Ujiji,"120,000","120,000","30th November, 2022"
Kilimanjaro,Moshi,"120,000","120,000","30th November, 2022"
Lindi,Lindi,"120,000","150,000","30th November, 2022"
Morogoro,Morogoro,"109,400","110,000","30th November, 2022"
Manyara,Babati,"105,000","120,000","30th November, 2022"
Mbeya,Mbeya,"102,000","102,000","30th November, 2022"
Mtwara,Mtwara,"80,000","90,000","30th November, 2022"
Mwanza,Mwanza,"125,000","135,000","30th November, 2022"
Ruvuma,Songea,"78,000","82,000","30th November, 2022"
Rukwa,Sumbawanga,"100,000","105,000","30th November, 2022"
Shinyanga,Shinyanga,"110,000","115,000","30th November, 2022"
Tabora,Manispaa Tabora,"108,000","114,000","30th November, 2022"
Tanga,Tanga,"125,000","127,000","30th November, 2022"
Arusha,Arusha,"108,000","110,000","02nd December, 2022"
Dar Es Salaam,Tandale,"112,000","115,000","02nd December, 2022"
Dar Es Salaam,Buguruni,"110,000","120,000","02nd December, 2022"
Dodoma,Majengo,"105,000","125,000","02nd December, 2022"
Dodoma,Kibaigwa,"105,000","105,000","02nd December, 2022"
Iringa,Manispaa,"100,000","100,000","02nd December, 2022"
Kagera,Bukoba,"117,000","120,000","02nd December, 2022"
Katavi,Mpanda,"115,000","120,000","02nd December, 2022"
Kigoma,Ujiji,"120,000","120,000","02nd December, 2022"
Kilimanjaro,Moshi,"120,000","120,000","02nd December, 2022"
Lindi,Lindi,"120,000","150,000","02nd December, 2022"
Morogoro,Morogoro,"105,500","105,500","02nd December, 2022"
Manyara,Babati,"105,000","120,000","02nd December, 2022"
Mbeya,Mbeya,"102,000","102,000","02nd December, 2022"
Mtwara,Mtwara,"80,000","90,000","02nd December, 2022"
Mwanza,Mwanza,"125,000","135,000","02nd December, 2022"
Njombe,Njombe,"75,000","85,000","02nd December, 2022"
Ruvuma,Songea,"78,000","82,000","02nd December, 2022"
Rukwa,Sumbawanga,"100,000","105,000","02nd December, 2022"
Shinyanga,Shinyanga,"110,000","115,000","02nd December, 2022"
Tabora,Manispaa Tabora,"108,000","114,000","02nd December, 2022"
Tanga,Tanga,"125,000","127,000","02nd December, 2022"
Arusha,Arusha,"108,000","108,000","05th December, 2022"
Dar es Salaam,Tandale,"125,000","130,000","05th December, 2022"
Dar es Salaam,Buguruni,"110,000","120,000","05th December, 2022"
Dodoma,Majengo,"106,000","120,000","05th December, 2022"
Dodoma,Kibaigwa,"108,000","108,000","05th December, 2022"
Iringa,Manispaa,"100,000","100,000","05th December, 2022"
Kagera,Bukoba,"118,000","120,000","05th December, 2022"
Kilimanjaro,Moshi,"120,000","120,000","05th December, 2022"
Mbeya,Mbeya,"102,000","102,000","05th December, 2022"
Mtwara,Mtwara,"80,000","90,000","05th December, 2022"
Mwanza,Mwanza,"135,000","140,000","05th December, 2022"
Njombe,Njombe,"80,000","90,000","05th December, 2022"
Ruvuma,Songea,"80,000","85,000","05th December, 2022"
Rukwa,Sumbawanga,"100,000","105,000","05th December, 2022"
Shinyanga,Shinyanga,"110,000","115,000","05th December, 2022"
Tabora,Manispaa Tabora,"108,000","114,000","05th December, 2022"
Tanga,Tanga,"125,000","126,000","05th December, 2022"
Arusha,Arusha,"110,000","120,000","07th December, 2022"
Dar es Salaam,Tandale,"125,000","130,000","07th December, 2022"
Dar es Salaam,Buguruni,"120,000","120,000","07th December, 2022"
Dodoma,Majengo,"106,000","120,000","07th December, 2022"
Dodoma,Kibaigwa,"107,000","144,000","07th December, 2022"
Iringa,Iringa,"100,000","100,000","07th December, 2022"
Kagera,Bukoba,"118,000","122,000","07th December, 2022"
Katavi,Mpanda,"115,000","120,000","07th December, 2022"
Kilimanjaro,Moshi,"120,000","120,000","07th December, 2022"
Mbeya,Mbeya,"102,000","102,000","07th December, 2022"
Morogoro,Morogoro,"105,500","105,500","07th December, 2022"
Mtwara,Mtwara,"80,000","90,000","07th December, 2022"
